Symbol,Timestamp,DateTime,Price,Open,High,Low,Volume,ImpliedVolatility,Turnover,Source
SENSEX,1763222358196,2025-11-15T21:29:18.196,84681.73,84681.73,84851.09,84512.36,1114000,16.80,94335443542.93,YAHOO_FINANCE
SENSEX,1763222298196,2025-11-15T21:28:18.196,84682.55,84682.55,84851.92,84513.19,1115000,16.80,94421046358.68,YAHOO_FINANCE
SENSEX,1763222238196,2025-11-15T21:27:18.196,84683.36,84683.36,84852.73,84513.99,1116000,16.80,94506630453.88,YAHOO_FINANCE
SENSEX,1763222178196,2025-11-15T21:26:18.196,84684.15,84684.15,84853.52,84514.78,1117000,16.80,94592195683.53,YAHOO_FINANCE
SENSEX,1763222118196,2025-11-15T21:25:18.196,84684.92,84684.92,84854.29,84515.55,1118000,16.80,94677741904.37,YAHOO_FINANCE
SENSEX,1763222058196,2025-11-15T21:24:18.196,84685.67,84685.67,84855.05,84516.30,1119000,16.80,94763268974.87,YAHOO_FINANCE
SENSEX,1763221998196,2025-11-15T21:23:18.196,84686.41,84686.41,84855.78,84517.04,1120000,16.80,94848776755.26,YAHOO_FINANCE
SENSEX,1763221938196,2025-11-15T21:22:18.196,84687.12,84687.12,84856.50,84517.75,1121000,16.80,94934265107.55,YAHOO_FINANCE
SENSEX,1763221878196,2025-11-15T21:21:18.196,84687.82,84687.82,84857.20,84518.44,1122000,16.80,95019733895.56,YAHOO_FINANCE
SENSEX,1763221818196,2025-11-15T21:20:18.196,84688.50,84688.50,84857.87,84519.12,1123000,16.80,95105182984.91,YAHOO_FINANCE
SENSEX,1763221758196,2025-11-15T21:19:18.196,84689.16,84689.16,84858.54,84519.78,1124000,16.80,95190612243.08,YAHOO_FINANCE
SENSEX,1763221698196,2025-11-15T21:18:18.196,84689.80,84689.80,84859.18,84520.42,1125000,16.80,95276021539.36,YAHOO_FINANCE
SENSEX,1763221638196,2025-11-15T21:17:18.196,84690.42,84690.42,84859.80,84521.04,1126000,16.80,95361410744.93,YAHOO_FINANCE
SENSEX,1763221578196,2025-11-15T21:16:18.196,84691.02,84691.02,84860.40,84521.64,1127000,16.80,95446779732.85,YAHOO_FINANCE
SENSEX,1763221518196,2025-11-15T21:15:18.196,84691.60,84691.60,84860.99,84522.22,1128000,16.80,95532128378.08,YAHOO_FINANCE
SENSEX,1763221458196,2025-11-15T21:14:18.196,84692.17,84692.17,84861.55,84522.78,1129000,16.80,95617456557.50,YAHOO_FINANCE
SENSEX,1763221398196,2025-11-15T21:13:18.196,84692.71,84692.71,84862.10,84523.33,1130000,16.80,95702764149.90,YAHOO_FINANCE
SENSEX,1763221338196,2025-11-15T21:12:18.196,84693.24,84693.24,84862.62,84523.85,1131000,16.80,95788051036.05,YAHOO_FINANCE
SENSEX,1763221278196,2025-11-15T21:11:18.196,84693.74,84693.74,84863.13,84524.36,1132000,16.80,95873317098.67,YAHOO_FINANCE
SENSEX,1763221218196,2025-11-15T21:10:18.196,84694.23,84694.23,84863.62,84524.84,1133000,16.80,95958562222.44,YAHOO_FINANCE
SENSEX,1763221158196,2025-11-15T21:09:18.196,84694.70,84694.70,84864.09,84525.31,1134000,16.80,96043786294.06,YAHOO_FINANCE
SENSEX,1763221098196,2025-11-15T21:08:18.196,84695.14,84695.14,84864.53,84525.75,1135000,16.80,96128989202.23,YAHOO_FINANCE
SENSEX,1763221038196,2025-11-15T21:07:18.196,84695.57,84695.57,84864.96,84526.18,1136000,16.80,96214170837.67,YAHOO_FINANCE
SENSEX,1763220978196,2025-11-15T21:06:18.196,84695.98,84695.98,84865.37,84526.59,1137000,16.80,96299331093.16,YAHOO_FINANCE
SENSEX,1763220918196,2025-11-15T21:05:18.196,84696.37,84696.37,84865.76,84526.98,1138000,16.80,96384469863.51,YAHOO_FINANCE
SENSEX,1763220858196,2025-11-15T21:04:18.196,84696.74,84696.74,84866.13,84527.35,1139000,16.80,96469587045.61,YAHOO_FINANCE
SENSEX,1763220798196,2025-11-15T21:03:18.196,84697.09,84697.09,84866.48,84527.70,1140000,16.80,96554682538.44,YAHOO_FINANCE
SENSEX,1763220738196,2025-11-15T21:02:18.196,84697.42,84697.42,84866.81,84528.03,1141000,16.80,96639756243.05,YAHOO_FINANCE
SENSEX,1763220678196,2025-11-15T21:01:18.196,84697.73,84697.73,84867.13,84528.33,1142000,16.80,96724808062.64,YAHOO_FINANCE
SENSEX,1763220618196,2025-11-15T21:00:18.196,84698.02,84698.02,84867.42,84528.62,1143000,16.80,96809837902.49,YAHOO_FINANCE
SENSEX,1763220558196,2025-11-15T20:59:18.196,84698.29,84698.29,84867.69,84528.90,1144000,16.80,96894845670.07,YAHOO_FINANCE
SENSEX,1763220498196,2025-11-15T20:58:18.196,84698.54,84698.54,84867.94,84529.15,1145000,16.80,96979831274.95,YAHOO_FINANCE
SENSEX,1763220438196,2025-11-15T20:57:18.196,84698.77,84698.77,84868.17,84529.38,1146000,16.80,97064794628.89,YAHOO_FINANCE
SENSEX,1763220378196,2025-11-15T20:56:18.196,84698.98,84698.98,84868.38,84529.59,1147000,16.80,97149735645.84,YAHOO_FINANCE
SENSEX,1763220318196,2025-11-15T20:55:18.196,84699.18,84699.18,84868.57,84529.78,1148000,16.80,97234654241.91,YAHOO_FINANCE
SENSEX,1763220258196,2025-11-15T20:54:18.196,84699.35,84699.35,84868.75,84529.95,1149000,16.80,97319550335.42,YAHOO_FINANCE
SENSEX,1763220198196,2025-11-15T20:53:18.196,84699.50,84699.50,84868.90,84530.10,1150000,16.80,97404423846.92,YAHOO_FINANCE
SENSEX,1763220138196,2025-11-15T20:52:18.196,84699.63,84699.63,84869.03,84530.23,1151000,16.80,97489274699.17,YAHOO_FINANCE
SENSEX,1763220078196,2025-11-15T20:51:18.196,84699.74,84699.74,84869.14,84530.34,1152000,16.80,97574102817.17,YAHOO_FINANCE
SENSEX,1763220018196,2025-11-15T20:50:18.196,84699.83,84699.83,84869.23,84530.43,1153000,16.80,97658908128.18,YAHOO_FINANCE
SENSEX,1763219958196,2025-11-15T20:49:18.196,84699.91,84699.91,84869.30,84530.51,1154000,16.80,97743690561.70,YAHOO_FINANCE
SENSEX,1763219898196,2025-11-15T20:48:18.196,84699.96,84699.96,84869.36,84530.56,1155000,16.80,97828450049.53,YAHOO_FINANCE
SENSEX,1763219838196,2025-11-15T20:47:18.196,84699.99,84699.99,84869.39,84530.59,1156000,16.80,97913186525.72,YAHOO_FINANCE
SENSEX,1763219778196,2025-11-15T20:46:18.196,84700.00,84700.00,84869.40,84530.60,1157000,16.80,97997899926.63,YAHOO_FINANCE
SENSEX,1763219718196,2025-11-15T20:45:18.196,84699.99,84699.99,84869.39,84530.59,1158000,16.80,98082590190.93,YAHOO_FINANCE
SENSEX,1763219658196,2025-11-15T20:44:18.196,84699.96,84699.96,84869.36,84530.56,1159000,16.80,98167257259.59,YAHOO_FINANCE
SENSEX,1763219598196,2025-11-15T20:43:18.196,84699.91,84699.91,84869.31,84530.51,1160000,16.80,98251901075.91,YAHOO_FINANCE
SENSEX,1763219538196,2025-11-15T20:42:18.196,84699.85,84699.85,84869.25,84530.45,1161000,16.80,98336521585.51,YAHOO_FINANCE
SENSEX,1763219478196,2025-11-15T20:41:18.196,84699.76,84699.76,84869.16,84530.36,1162000,16.80,98421118736.38,YAHOO_FINANCE
SENSEX,1763219418196,2025-11-15T20:40:18.196,84699.65,84699.65,84869.05,84530.25,1163000,16.80,98505692478.84,YAHOO_FINANCE
SENSEX,1763219358196,2025-11-15T20:39:18.196,84699.52,84699.52,84868.92,84530.12,1164000,16.80,98590242765.57,YAHOO_FINANCE
SENSEX,1763219298196,2025-11-15T20:38:18.196,84699.37,84699.37,84868.77,84529.97,1165000,16.80,98674769551.63,YAHOO_FINANCE
SENSEX,1763219238196,2025-11-15T20:37:18.196,84699.20,84699.20,84868.60,84529.81,1166000,16.80,98759272794.45,YAHOO_FINANCE
SENSEX,1763219178196,2025-11-15T20:36:18.196,84699.02,84699.02,84868.41,84529.62,1167000,16.80,98843752453.85,YAHOO_FINANCE
SENSEX,1763219118196,2025-11-15T20:35:18.196,84698.81,84698.81,84868.21,84529.41,1168000,16.80,98928208492.03,YAHOO_FINANCE
SENSEX,1763219058196,2025-11-15T20:34:18.196,84698.58,84698.58,84867.98,84529.18,1169000,16.80,99012640873.63,YAHOO_FINANCE
SENSEX,1763218998196,2025-11-15T20:33:18.196,84698.33,84698.33,84867.73,84528.94,1170000,16.80,99097049565.65,YAHOO_FINANCE
SENSEX,1763218938196,2025-11-15T20:32:18.196,84698.07,84698.07,84867.46,84528.67,1171000,16.80,99181434537.53,YAHOO_FINANCE
SENSEX,1763218878196,2025-11-15T20:31:18.196,84697.78,84697.78,84867.17,84528.38,1172000,16.80,99265795761.15,YAHOO_FINANCE
SENSEX,1763218818196,2025-11-15T20:30:18.196,84697.47,84697.47,84866.87,84528.08,1173000,16.80,99350133210.79,YAHOO_FINANCE
SENSEX,1763218758196,2025-11-15T20:29:18.196,84697.14,84697.14,84866.54,84527.75,1174000,16.80,99434446863.19,YAHOO_FINANCE
SENSEX,1763218698196,2025-11-15T20:28:18.196,84696.80,84696.80,84866.19,84527.40,1175000,16.80,99518736697.52,YAHOO_FINANCE
SENSEX,1763218638196,2025-11-15T20:27:18.196,84696.43,84696.43,84865.82,84527.04,1176000,16.80,99603002695.39,YAHOO_FINANCE
SENSEX,1763218578196,2025-11-15T20:26:18.196,84696.04,84696.04,84865.44,84526.65,1177000,16.80,99687244840.89,YAHOO_FINANCE
SENSEX,1763218518196,2025-11-15T20:25:18.196,84695.64,84695.64,84865.03,84526.25,1178000,16.80,99771463120.56,YAHOO_FINANCE
SENSEX,1763218458196,2025-11-15T20:24:18.196,84695.21,84695.21,84864.60,84525.82,1179000,16.80,99855657523.40,YAHOO_FINANCE
SENSEX,1763218398196,2025-11-15T20:23:18.196,84694.77,84694.77,84864.16,84525.38,1180000,16.80,99939828040.89,YAHOO_FINANCE
SENSEX,1763218338196,2025-11-15T20:22:18.196,84694.31,84694.31,84863.69,84524.92,1181000,16.80,100023974666.97,YAHOO_FINANCE
SENSEX,1763218278196,2025-11-15T20:21:18.196,84693.82,84693.82,84863.21,84524.43,1182000,16.80,100108097398.07,YAHOO_FINANCE
SENSEX,1763218218196,2025-11-15T20:20:18.196,84693.32,84693.32,84862.71,84523.93,1183000,16.80,100192196233.11,YAHOO_FINANCE
SENSEX,1763218158196,2025-11-15T20:19:18.196,84692.80,84692.80,84862.18,84523.41,1184000,16.80,100276271173.49,YAHOO_FINANCE
SENSEX,1763218098196,2025-11-15T20:18:18.196,84692.26,84692.26,84861.64,84522.87,1185000,16.80,100360322223.11,YAHOO_FINANCE
SENSEX,1763218038196,2025-11-15T20:17:18.196,84691.69,84691.69,84861.08,84522.31,1186000,16.80,100444349388.35,YAHOO_FINANCE
