Date,Time,Open,High,Low,Close,Volume,Source
2025-10-28,09:57:00,82113.02,82131.13,82106.09,82108.37,4562903,Simulated
2025-10-28,09:58:00,82175.67,82183.99,82159.85,82177.95,1823061,Simulated
2025-10-28,09:59:00,82262.90,82273.58,82258.71,82270.33,3240070,Simulated
2025-10-28,10:00:00,82166.38,82169.81,82154.82,82164.60,1440877,Simulated
2025-10-28,10:01:00,82267.22,82272.92,82269.09,82271.99,2286202,Simulated
2025-10-28,10:02:00,82315.11,82314.21,82312.05,82313.26,2752896,Simulated
2025-10-28,10:03:00,82426.26,82435.25,82429.37,82432.80,2953220,Simulated
2025-10-28,10:04:00,82418.95,82429.75,82410.15,82420.10,2284808,Simulated
2025-10-28,10:05:00,82616.76,82613.65,82606.66,82609.89,5298856,Simulated
2025-10-28,10:06:00,82630.30,82644.29,82632.36,82637.74,1612021,Simulated
2025-10-28,10:07:00,82653.18,82667.77,82637.18,82648.78,4368481,Simulated
2025-10-28,10:08:00,82550.34,82559.55,82546.21,82548.15,5353373,Simulated
2025-10-28,10:09:00,82421.62,82433.65,82407.47,82419.94,2958324,Simulated
2025-10-28,10:10:00,82305.84,82317.99,82296.58,82311.27,2571627,Simulated
2025-10-28,10:11:00,82297.49,82304.72,82271.67,82290.82,1523015,Simulated
2025-10-28,10:12:00,82208.35,82217.74,82182.82,82201.71,2826955,Simulated
2025-10-28,10:13:00,82230.89,82233.89,82229.61,82230.37,5486082,Simulated
2025-10-28,10:14:00,82328.87,82340.85,82316.31,82324.94,5251659,Simulated
2025-10-28,10:15:00,82457.55,82469.88,82453.88,82463.13,4378252,Simulated
2025-10-28,10:16:00,82444.30,82450.16,82444.64,82445.81,2771142,Simulated
2025-10-28,10:17:00,82677.06,82683.31,82664.34,82674.26,3438140,Simulated
2025-10-28,10:18:00,82683.15,82681.41,82665.26,82676.73,4045973,Simulated
2025-10-28,10:19:00,82746.06,82748.35,82743.82,82745.20,3259397,Simulated
2025-10-28,10:20:00,82737.28,82739.87,82726.71,82738.54,5031834,Simulated
2025-10-28,10:21:00,82599.69,82601.29,82586.59,82593.34,3763787,Simulated
2025-10-28,10:22:00,82470.44,82480.61,82459.17,82464.69,1001536,Simulated
2025-10-28,10:23:00,82447.75,82456.23,82454.23,82455.44,4102431,Simulated
2025-10-28,10:24:00,82483.21,82485.65,82466.67,82483.96,2944250,Simulated
2025-10-28,10:25:00,82349.63,82353.56,82339.60,82341.70,3641912,Simulated
2025-10-28,10:26:00,82171.34,82184.23,82160.64,82168.15,5644330,Simulated
2025-10-28,10:27:00,82122.44,82129.72,82120.25,82125.58,4615206,Simulated
2025-10-28,10:28:00,82160.90,82176.23,82144.98,82158.38,3133217,Simulated
2025-10-28,10:29:00,82187.29,82197.49,82177.30,82180.82,3258850,Simulated
2025-10-28,10:30:00,82140.18,82145.65,82138.01,82138.59,2205140,Simulated
2025-10-28,10:31:00,82234.92,82240.05,82231.50,82235.67,4050812,Simulated
2025-10-28,10:32:00,82278.12,82287.63,82268.64,82273.69,4142992,Simulated
2025-10-28,10:33:00,82372.66,82369.58,82367.95,82368.36,3541362,Simulated
2025-10-28,10:34:00,82229.61,82235.56,82218.58,82231.83,2615160,Simulated
2025-10-28,10:35:00,82111.08,82122.22,82090.58,82108.62,3378858,Simulated
2025-10-28,10:36:00,82107.94,82118.17,82087.80,82102.19,5741801,Simulated
2025-10-28,10:37:00,82202.43,82205.56,82189.60,82195.46,5243220,Simulated
2025-10-28,10:38:00,82162.24,82165.86,82163.22,82165.34,4899618,Simulated
2025-10-28,10:39:00,82319.33,82323.23,82308.71,82314.01,4150864,Simulated
2025-10-28,10:40:00,82284.91,82302.99,82262.30,82289.19,5678162,Simulated
2025-10-28,10:41:00,82322.16,82345.04,82323.95,82324.77,4649788,Simulated
2025-10-28,10:42:00,82337.24,82340.30,82336.17,82337.28,5795752,Simulated
2025-10-28,10:43:00,82349.07,82364.03,82330.35,82355.88,1010573,Simulated
2025-10-28,10:44:00,82372.62,82392.81,82366.71,82369.77,3845600,Simulated
2025-10-28,10:45:00,82398.46,82393.09,82390.09,82392.01,2528597,Simulated
2025-10-28,10:46:00,82162.44,82178.88,82166.20,82170.51,1353081,Simulated
2025-10-28,10:47:00,82074.21,82078.25,82052.93,82071.72,4774375,Simulated
2025-10-28,10:48:00,82019.11,82027.99,82005.78,82018.11,4065093,Simulated
2025-10-28,10:49:00,82025.30,82042.35,82014.77,82021.61,4449914,Simulated
2025-10-28,10:50:00,82001.33,82007.67,82003.91,82004.40,3313606,Simulated
2025-10-28,10:51:00,81964.31,81973.18,81960.21,81961.68,4777583,Simulated
2025-10-28,10:52:00,82004.65,82012.52,81987.48,82007.89,2028636,Simulated
2025-10-28,10:53:00,82127.12,82122.98,82105.64,82117.90,4603067,Simulated
2025-10-28,10:54:00,82066.89,82079.57,82068.38,82071.28,2787297,Simulated
2025-10-28,10:55:00,82083.78,82090.77,82067.13,82078.57,2261382,Simulated
2025-10-28,10:56:00,81980.33,81970.27,81965.64,81968.02,2040410,Simulated
2025-10-28,10:57:00,82096.85,82110.70,82091.73,82097.48,2382556,Simulated
2025-10-28,10:58:00,82260.09,82272.13,82251.87,82256.83,4487395,Simulated
2025-10-28,10:59:00,82068.94,82073.94,82070.07,82073.24,5039904,Simulated
2025-10-28,11:00:00,81917.77,81937.51,81910.07,81923.10,5673417,Simulated
2025-10-28,11:01:00,81848.44,81853.84,81843.39,81843.60,4428698,Simulated
2025-10-28,11:02:00,81941.63,81955.51,81940.90,81948.73,4595521,Simulated
2025-10-28,11:03:00,82158.77,82163.05,82146.73,82155.84,1542650,Simulated
2025-10-28,11:04:00,82039.95,82050.06,82025.80,82035.79,3626866,Simulated
2025-10-28,11:05:00,81961.95,81965.09,81946.57,81959.65,2061371,Simulated
2025-10-28,11:06:00,81965.48,81989.14,81954.38,81969.83,5207764,Simulated
2025-10-28,11:07:00,81895.50,81899.39,81879.63,81890.09,5583238,Simulated
2025-10-28,11:08:00,82010.66,82011.81,81995.42,82005.39,1813509,Simulated
2025-10-28,11:09:00,81838.69,81867.45,81839.90,81847.45,1217063,Simulated
2025-10-28,11:10:00,81914.08,81924.93,81902.68,81913.37,3459448,Simulated
2025-10-28,11:11:00,81816.00,81829.12,81813.96,81820.98,5381206,Simulated
2025-10-28,11:12:00,81796.03,81818.45,81797.53,81806.13,1351407,Simulated
2025-10-28,11:13:00,81856.16,81866.23,81854.89,81856.19,4020134,Simulated
2025-10-28,11:14:00,81849.70,81867.78,81849.37,81851.78,1884468,Simulated
2025-10-28,11:15:00,81814.96,81816.72,81814.01,81815.42,5163315,Simulated
2025-10-28,11:16:00,81828.26,81836.59,81818.74,81833.14,1300853,Simulated
2025-10-28,11:17:00,81884.66,81884.71,81875.80,81882.31,4647436,Simulated
2025-10-28,11:18:00,81700.65,81710.76,81707.23,81709.67,1898013,Simulated
2025-10-28,11:19:00,81753.21,81757.74,81732.71,81755.11,4605506,Simulated
2025-10-28,11:20:00,81592.19,81603.82,81584.21,81594.93,2302775,Simulated
2025-10-28,11:21:00,81513.71,81518.20,81515.94,81517.17,2457742,Simulated
2025-10-28,11:22:00,81490.81,81501.65,81487.53,81493.44,1102948,Simulated
2025-10-28,11:23:00,81631.84,81632.03,81617.57,81630.06,1913971,Simulated
2025-10-28,11:24:00,81535.02,81547.41,81518.03,81539.91,3415689,Simulated
2025-10-28,11:25:00,81563.36,81557.21,81536.54,81556.81,5610115,Simulated
2025-10-28,11:26:00,81514.96,81522.97,81498.98,81510.83,3129445,Simulated
2025-10-28,11:27:00,81544.75,81550.77,81532.88,81538.34,1574106,Simulated
2025-10-28,11:28:00,81602.19,81596.63,81593.18,81596.59,3361929,Simulated
2025-10-28,11:29:00,81458.43,81467.40,81452.76,81458.77,1554330,Simulated
2025-10-28,11:30:00,81432.92,81447.41,81440.20,81443.48,2436955,Simulated
2025-10-28,11:31:00,81510.22,81518.06,81507.53,81516.08,4488183,Simulated
2025-10-28,11:32:00,81438.26,81448.74,81428.66,81436.69,3455921,Simulated
2025-10-28,11:33:00,81462.85,81479.04,81448.90,81464.59,4675849,Simulated
2025-10-28,11:34:00,81447.77,81461.02,81442.80,81449.57,3632178,Simulated
2025-10-28,11:35:00,81486.53,81491.33,81483.43,81489.79,2132998,Simulated
2025-10-28,11:36:00,81532.53,81550.18,81516.49,81528.84,1963716,Simulated
2025-10-28,11:37:00,81497.39,81508.13,81500.37,81501.34,5065680,Simulated
2025-10-28,11:38:00,81453.35,81454.19,81447.82,81452.01,1313971,Simulated
2025-10-28,11:39:00,81457.43,81459.13,81437.62,81459.05,2117582,Simulated
2025-10-28,11:40:00,81565.08,81585.77,81562.15,81564.56,5311324,Simulated
2025-10-28,11:41:00,81687.43,81706.07,81670.54,81686.38,2071957,Simulated
2025-10-28,11:42:00,81678.94,81669.68,81658.54,81668.78,2831322,Simulated
2025-10-28,11:43:00,81591.85,81593.32,81582.61,81591.70,1637350,Simulated
2025-10-28,11:44:00,81523.88,81543.23,81522.19,81529.65,2015206,Simulated
2025-10-28,11:45:00,81388.35,81400.78,81385.61,81391.83,5720026,Simulated
2025-10-28,11:46:00,81373.81,81380.30,81365.81,81371.30,4042461,Simulated
2025-10-28,11:47:00,81471.42,81474.38,81461.45,81472.08,5022361,Simulated
2025-10-28,11:48:00,81529.71,81535.82,81512.44,81524.36,4349899,Simulated
2025-10-28,11:49:00,81593.78,81610.25,81592.76,81597.62,3832931,Simulated
2025-10-28,11:50:00,81650.23,81655.33,81626.50,81652.32,4053064,Simulated
2025-10-28,11:51:00,81653.09,81648.78,81640.17,81641.90,2154314,Simulated
2025-10-28,11:52:00,81487.86,81506.02,81477.70,81493.64,3723345,Simulated
2025-10-28,11:53:00,81508.00,81505.97,81496.29,81499.06,3633931,Simulated
2025-10-28,11:54:00,81494.53,81512.29,81487.15,81503.82,1042599,Simulated
2025-10-28,11:55:00,81421.51,81431.96,81404.67,81419.73,5603506,Simulated
2025-10-28,11:56:00,81312.70,81324.80,81298.78,81313.28,5841792,Simulated
2025-10-28,11:57:00,81348.09,81347.28,81341.12,81346.64,1001472,Simulated
2025-10-28,11:58:00,81355.02,81355.13,81341.60,81346.94,2923828,Simulated
2025-10-28,11:59:00,81286.01,81297.93,81284.14,81287.87,1967663,Simulated
2025-10-28,12:00:00,81295.73,81298.53,81294.97,81297.66,1329279,Simulated
2025-10-28,12:01:00,81291.21,81305.71,81290.03,81294.63,5610247,Simulated
2025-10-28,12:02:00,81354.17,81383.03,81362.85,81363.91,3075581,Simulated
2025-10-28,12:03:00,81356.28,81359.44,81338.04,81349.64,1175883,Simulated
2025-10-28,12:04:00,81439.63,81458.27,81432.19,81447.59,4648708,Simulated
2025-10-28,12:05:00,81659.67,81657.45,81656.58,81657.44,5199044,Simulated
2025-10-28,12:06:00,81627.93,81631.11,81608.01,81626.54,4404546,Simulated
2025-10-28,12:07:00,81570.58,81584.40,81569.83,81572.31,2972424,Simulated
2025-10-28,12:08:00,81614.55,81606.82,81599.10,81605.45,5666482,Simulated
2025-10-28,12:09:00,81516.54,81536.21,81518.00,81525.30,1535711,Simulated
2025-10-28,12:10:00,81322.06,81334.90,81312.84,81319.76,5922107,Simulated
2025-10-28,12:11:00,81504.94,81523.11,81501.04,81503.82,4602060,Simulated
2025-10-28,12:12:00,81502.95,81507.16,81496.73,81506.54,4489000,Simulated
2025-10-28,12:13:00,81665.14,81677.17,81647.15,81663.73,2573102,Simulated
2025-10-28,12:14:00,81698.64,81710.58,81692.17,81693.66,1841264,Simulated
2025-10-28,12:15:00,81662.61,81668.67,81645.64,81661.61,4109077,Simulated
2025-10-28,12:16:00,81622.58,81634.69,81614.97,81623.13,4287161,Simulated
2025-10-28,12:17:00,81747.80,81748.64,81738.85,81742.02,5214871,Simulated
2025-10-28,12:18:00,81956.31,81972.40,81953.45,81967.37,2742932,Simulated
2025-10-28,12:19:00,81953.74,81962.58,81930.94,81951.05,4873688,Simulated
2025-10-28,12:20:00,82013.40,82028.72,82003.02,82015.18,1404720,Simulated
2025-10-28,12:21:00,82042.72,82049.24,82042.01,82042.40,5548900,Simulated
2025-10-28,12:22:00,82064.91,82059.60,82047.49,82055.72,4705247,Simulated
2025-10-28,12:23:00,82175.46,82183.62,82158.11,82181.31,5921438,Simulated
2025-10-28,12:24:00,82177.08,82185.94,82162.08,82178.29,1678554,Simulated
2025-10-28,12:25:00,82299.99,82313.20,82277.00,82300.50,5297051,Simulated
2025-10-28,12:26:00,82358.39,82377.38,82361.78,82364.92,2689959,Simulated
2025-10-28,12:27:00,82400.04,82442.96,82398.73,82408.22,4138820,Simulated
2025-10-28,12:28:00,82513.01,82519.42,82511.67,82517.24,3876355,Simulated
2025-10-28,12:29:00,82457.67,82460.30,82452.91,82460.06,2925199,Simulated
2025-10-28,12:30:00,82533.81,82536.95,82524.40,82534.93,5357773,Simulated
2025-10-28,12:31:00,82622.60,82624.63,82593.79,82615.28,1001273,Simulated
2025-10-28,12:32:00,82598.12,82613.89,82595.02,82600.07,1349935,Simulated
2025-10-28,12:33:00,82590.21,82613.77,82595.57,82599.19,1099430,Simulated
2025-10-28,12:34:00,82629.03,82635.60,82607.35,82625.94,3194269,Simulated
2025-10-28,12:35:00,82577.71,82585.39,82570.07,82578.14,1967763,Simulated
2025-10-28,12:36:00,82579.57,82584.50,82571.06,82580.06,5101292,Simulated
2025-10-28,12:37:00,82545.01,82542.48,82533.11,82534.44,5626529,Simulated
2025-10-28,12:38:00,82544.33,82555.39,82532.19,82545.18,2207435,Simulated
2025-10-28,12:39:00,82475.43,82475.69,82471.72,82473.84,4267817,Simulated
2025-10-28,12:40:00,82599.96,82604.80,82580.38,82598.45,1448527,Simulated
2025-10-28,12:41:00,82571.57,82591.26,82559.73,82567.96,3667879,Simulated
2025-10-28,12:42:00,82636.66,82648.87,82631.19,82641.82,3922695,Simulated
2025-10-28,12:43:00,82500.44,82520.78,82494.92,82499.64,5943527,Simulated
2025-10-28,12:44:00,82484.54,82488.91,82465.39,82482.68,4407697,Simulated
2025-10-28,12:45:00,82578.39,82602.17,82558.77,82583.52,1214618,Simulated
2025-10-28,12:46:00,82567.61,82570.51,82561.48,82562.32,2604265,Simulated
2025-10-28,12:47:00,82511.54,82514.96,82492.05,82502.67,5726983,Simulated
2025-10-28,12:48:00,82466.81,82472.02,82454.93,82468.09,3037729,Simulated
2025-10-28,12:49:00,82450.34,82451.75,82440.35,82448.85,1237011,Simulated
2025-10-28,12:50:00,82578.05,82592.79,82569.86,82581.93,5270907,Simulated
2025-10-28,12:51:00,82591.29,82593.60,82580.25,82590.07,2646184,Simulated
2025-10-28,12:52:00,82606.42,82607.71,82594.07,82603.52,4956586,Simulated
2025-10-28,12:53:00,82627.19,82628.93,82624.43,82627.29,1479242,Simulated
2025-10-28,12:54:00,82578.95,82589.83,82572.45,82583.88,2110482,Simulated
2025-10-28,12:55:00,82532.69,82541.57,82534.59,82536.19,4692570,Simulated
2025-10-28,12:56:00,82453.48,82456.42,82453.06,82455.19,1003776,Simulated
2025-10-28,12:57:00,82353.12,82363.31,82341.66,82352.11,1299219,Simulated
2025-10-28,12:58:00,82285.00,82286.74,82284.02,82286.07,1474915,Simulated
2025-10-28,12:59:00,82233.38,82246.11,82223.05,82231.32,2843165,Simulated
2025-10-28,13:00:00,82286.07,82287.17,82279.58,82279.77,2562264,Simulated
2025-10-28,13:01:00,82288.04,82314.94,82276.18,82286.83,3086068,Simulated
2025-10-28,13:02:00,82312.72,82326.02,82311.90,82317.14,5823566,Simulated
2025-10-28,13:03:00,82344.10,82360.66,82341.13,82342.01,5052251,Simulated
2025-10-28,13:04:00,82495.99,82505.00,82488.57,82498.10,4441000,Simulated
2025-10-28,13:05:00,82519.21,82527.82,82512.73,82515.87,4533053,Simulated
2025-10-28,13:06:00,82557.32,82559.84,82553.49,82556.65,3801567,Simulated
2025-10-28,13:07:00,82700.57,82704.35,82697.56,82698.03,3078653,Simulated
2025-10-28,13:08:00,82691.80,82721.06,82687.70,82695.34,5516479,Simulated
2025-10-28,13:09:00,82814.76,82836.62,82805.17,82819.32,3001437,Simulated
2025-10-28,13:10:00,82822.64,82832.18,82815.22,82829.98,1465958,Simulated
2025-10-28,13:11:00,82831.96,82843.52,82818.86,82836.50,5474940,Simulated
2025-10-28,13:12:00,82889.08,82896.56,82879.14,82887.51,1179324,Simulated
2025-10-28,13:13:00,82798.47,82818.72,82796.31,82802.93,5011936,Simulated
2025-10-28,13:14:00,82735.68,82732.62,82723.40,82726.25,1741574,Simulated
2025-10-28,13:15:00,82756.16,82772.76,82758.38,82768.55,4800578,Simulated
2025-10-28,13:16:00,82746.87,82748.78,82737.20,82745.80,1143382,Simulated
2025-10-28,13:17:00,82639.29,82654.80,82620.78,82632.94,4340639,Simulated
2025-10-28,13:18:00,82657.80,82662.72,82658.29,82658.34,1373635,Simulated
2025-10-28,13:19:00,82777.44,82786.61,82761.31,82775.11,1680449,Simulated
2025-10-28,13:20:00,82740.44,82743.40,82731.74,82736.06,5975676,Simulated
2025-10-28,13:21:00,82710.00,82727.47,82708.44,82714.08,5263366,Simulated
2025-10-28,13:22:00,82780.60,82774.21,82765.06,82770.00,1213843,Simulated
2025-10-28,13:23:00,82601.93,82613.68,82602.33,82603.71,3231901,Simulated
2025-10-28,13:24:00,82625.05,82624.68,82612.71,82623.76,4956774,Simulated
2025-10-28,13:25:00,82683.32,82690.61,82684.65,82685.84,5676270,Simulated
2025-10-28,13:26:00,82709.36,82716.00,82685.57,82697.69,4899628,Simulated
2025-10-28,13:27:00,82678.09,82679.78,82667.75,82675.53,1334919,Simulated
2025-10-28,13:28:00,82548.71,82559.22,82530.74,82549.04,2301470,Simulated
2025-10-28,13:29:00,82502.99,82503.79,82476.77,82498.01,2414538,Simulated
2025-10-28,13:30:00,82500.08,82520.15,82494.07,82502.28,2695435,Simulated
2025-10-28,13:31:00,82363.06,82372.84,82346.89,82364.36,4818918,Simulated
2025-10-28,13:32:00,82336.25,82349.18,82329.31,82336.67,4806852,Simulated
2025-10-28,13:33:00,82541.19,82552.45,82534.18,82541.14,5013725,Simulated
2025-10-28,13:34:00,82522.39,82528.84,82521.66,82525.35,3439186,Simulated
2025-10-28,13:35:00,82470.44,82482.10,82466.93,82470.03,4322109,Simulated
2025-10-28,13:36:00,82356.01,82375.12,82352.27,82357.77,2510364,Simulated
2025-10-28,13:37:00,82567.15,82563.17,82554.71,82559.58,5362342,Simulated
2025-10-28,13:38:00,82723.20,82737.60,82723.06,82725.74,3942553,Simulated
2025-10-28,13:39:00,82718.01,82732.41,82716.08,82720.41,1384858,Simulated
2025-10-28,13:40:00,82654.62,82662.65,82644.27,82645.35,3209892,Simulated
2025-10-28,13:41:00,82461.20,82468.58,82455.37,82460.41,1760668,Simulated
2025-10-28,13:42:00,82568.47,82563.11,82553.02,82559.71,2999811,Simulated
2025-10-28,13:43:00,82506.60,82512.75,82498.76,82512.34,1174174,Simulated
2025-10-28,13:44:00,82545.93,82553.17,82547.55,82550.61,4356691,Simulated
2025-10-28,13:45:00,82671.44,82674.68,82654.05,82669.45,3610469,Simulated
2025-10-28,13:46:00,82754.01,82766.12,82751.26,82754.37,5392468,Simulated
2025-10-28,13:47:00,82666.74,82665.43,82647.21,82662.51,4219851,Simulated
2025-10-28,13:48:00,82717.06,82724.54,82712.89,82718.63,1895361,Simulated
2025-10-28,13:49:00,82754.90,82770.24,82750.95,82763.04,5240606,Simulated
2025-10-28,13:50:00,82721.00,82723.24,82710.03,82715.90,4119513,Simulated
2025-10-28,13:51:00,82745.21,82750.56,82747.33,82748.56,4175922,Simulated
2025-10-28,13:52:00,82826.23,82829.22,82803.43,82823.36,5711984,Simulated
2025-10-28,13:53:00,82735.56,82756.64,82735.58,82743.11,4652462,Simulated
2025-10-28,13:54:00,82732.12,82727.98,82709.67,82724.42,4471302,Simulated
2025-10-28,13:55:00,82770.00,82772.21,82736.68,82765.54,1868034,Simulated
2025-10-28,13:56:00,82840.50,82864.51,82835.44,82847.59,3695083,Simulated
2025-10-28,13:57:00,82644.78,82652.88,82633.12,82648.48,3952977,Simulated
2025-10-28,13:58:00,82654.24,82663.23,82649.62,82656.36,5792315,Simulated
2025-10-28,13:59:00,82600.42,82600.73,82593.03,82596.02,4702022,Simulated
2025-10-28,14:00:00,82566.49,82568.06,82545.81,82561.63,3375235,Simulated
2025-10-28,14:01:00,82625.95,82631.94,82619.31,82625.88,5086488,Simulated
2025-10-28,14:02:00,82510.85,82506.19,82491.08,82503.28,2081029,Simulated
2025-10-28,14:03:00,82524.56,82532.36,82517.38,82525.57,5918502,Simulated
2025-10-28,14:04:00,82556.24,82572.61,82545.96,82562.21,1506351,Simulated
2025-10-28,14:05:00,82615.65,82624.37,82609.75,82620.75,3494523,Simulated
2025-10-28,14:06:00,82652.69,82660.95,82653.67,82655.31,4540307,Simulated
2025-10-28,14:07:00,82771.56,82780.84,82764.93,82770.36,1971797,Simulated
2025-10-28,14:08:00,82792.57,82812.64,82790.42,82791.13,4225385,Simulated
2025-10-28,14:09:00,82809.31,82821.37,82801.93,82807.88,1836414,Simulated
2025-10-28,14:10:00,82854.15,82862.07,82848.09,82857.26,3713604,Simulated
2025-10-28,14:11:00,82867.48,82872.77,82861.48,82869.32,2203462,Simulated
2025-10-28,14:12:00,82852.94,82857.36,82845.23,82856.85,5137832,Simulated
2025-10-28,14:13:00,82843.45,82839.85,82836.33,82837.76,3389955,Simulated
2025-10-28,14:14:00,82909.92,82920.02,82912.05,82914.07,4624914,Simulated
2025-10-28,14:15:00,82734.14,82753.36,82722.13,82740.70,3778458,Simulated
2025-10-28,14:16:00,82673.44,82683.55,82662.91,82672.74,1581762,Simulated
2025-10-28,14:17:00,82715.18,82721.96,82703.72,82713.08,4284274,Simulated
2025-10-28,14:18:00,82680.47,82686.19,82655.43,82677.88,5141427,Simulated
2025-10-28,14:19:00,82722.66,82740.45,82714.50,82725.22,3792312,Simulated
2025-10-28,14:20:00,82715.40,82715.76,82705.11,82714.82,2062910,Simulated
2025-10-28,14:21:00,82779.65,82778.99,82773.07,82776.62,3757010,Simulated
2025-10-28,14:22:00,82715.20,82708.95,82697.40,82706.98,4572244,Simulated
2025-10-28,14:23:00,82723.64,82723.32,82718.43,82719.80,2130745,Simulated
2025-10-28,14:24:00,82880.13,82881.11,82872.80,82873.50,2444540,Simulated
2025-10-28,14:25:00,82818.10,82838.80,82798.11,82820.17,2668106,Simulated
2025-10-28,14:26:00,82808.39,82803.60,82784.87,82801.13,4365599,Simulated
2025-10-28,14:27:00,82830.16,82837.12,82819.33,82829.76,5784805,Simulated
2025-10-28,14:28:00,82775.47,82783.86,82777.52,82778.67,3908330,Simulated
2025-10-28,14:29:00,82872.44,82884.46,82869.09,82870.03,4840826,Simulated
2025-10-28,14:30:00,82884.09,82884.04,82871.65,82882.52,1253888,Simulated
2025-10-28,14:31:00,82834.29,82842.74,82826.53,82830.28,1076564,Simulated
