Date,Time,Price,Change,ChangePercent,Volume,High,Low,Open,Source
2025-10-30,09:29:10,84729.02,-6.02,-0.0071,0,84734.02,84724.02,84733.08,Yahoo-Interpolated
2025-10-30,09:29:15,84726.01,-9.03,-0.0107,0,84731.01,84721.01,84726.54,Yahoo-Interpolated
2025-10-30,09:29:20,84723.00,-12.04,-0.0142,0,84728.00,84718.00,84718.21,Yahoo-Interpolated
2025-10-30,09:29:25,84719.99,-15.05,-0.0178,0,84724.99,84714.99,84715.63,Yahoo-Interpolated
2025-10-30,09:29:30,84716.98,-18.06,-0.0213,0,84721.98,84711.98,84713.65,Yahoo-Interpolated
2025-10-30,09:29:35,84713.97,-21.07,-0.0249,0,84718.97,84708.97,84715.05,Yahoo-Interpolated
2025-10-30,09:29:40,84710.96,-24.08,-0.0284,0,84715.96,84705.96,84710.04,Yahoo-Interpolated
2025-10-30,09:29:45,84707.95,-27.09,-0.0320,0,84712.95,84702.95,84712.68,Yahoo-Interpolated
2025-10-30,09:29:50,84704.94,-30.10,-0.0355,0,84709.94,84699.94,84703.43,Yahoo-Interpolated
2025-10-30,09:29:55,84701.93,-33.11,-0.0391,0,84706.93,84696.93,84697.28,Yahoo-Interpolated
2025-10-30,09:30:00,84698.92,0.00,0.0000,0,84703.92,84693.92,84697.55,Yahoo-Interpolated
2025-10-30,09:30:05,84698.58,-0.34,-0.0004,0,84703.58,84693.58,84703.45,Yahoo-Interpolated
2025-10-30,09:30:10,84698.24,-0.68,-0.0008,0,84703.24,84693.24,84696.25,Yahoo-Interpolated
2025-10-30,09:30:15,84697.90,-1.02,-0.0012,0,84702.90,84692.90,84700.66,Yahoo-Interpolated
2025-10-30,09:30:20,84697.57,-1.36,-0.0016,0,84702.57,84692.57,84697.04,Yahoo-Interpolated
2025-10-30,09:30:25,84697.23,-1.70,-0.0020,0,84702.23,84692.23,84699.89,Yahoo-Interpolated
2025-10-30,09:30:30,84696.89,-2.04,-0.0024,0,84701.89,84691.89,84699.48,Yahoo-Interpolated
2025-10-30,09:30:35,84696.55,-2.37,-0.0028,0,84701.55,84691.55,84694.75,Yahoo-Interpolated
2025-10-30,09:30:40,84696.21,-2.71,-0.0032,0,84701.21,84691.21,84695.21,Yahoo-Interpolated
2025-10-30,09:30:45,84695.87,-3.05,-0.0036,0,84700.87,84690.87,84696.45,Yahoo-Interpolated
2025-10-30,09:30:50,84695.53,-3.39,-0.0040,0,84700.53,84690.53,84694.81,Yahoo-Interpolated
2025-10-30,09:30:55,84695.19,-3.73,-0.0044,0,84700.19,84690.19,84697.15,Yahoo-Interpolated
2025-10-30,09:31:00,84694.85,0.00,0.0000,0,84699.85,84689.85,84690.25,Yahoo-Interpolated
2025-10-30,09:31:05,84692.20,-2.65,-0.0031,0,84697.20,84687.20,84691.35,Yahoo-Interpolated
2025-10-30,09:31:10,84689.55,-5.30,-0.0063,0,84694.55,84684.55,84692.39,Yahoo-Interpolated
2025-10-30,09:31:15,84686.90,-7.95,-0.0094,0,84691.90,84681.90,84683.60,Yahoo-Interpolated
2025-10-30,09:31:20,84684.25,-10.60,-0.0125,0,84689.25,84679.25,84687.29,Yahoo-Interpolated
2025-10-30,09:31:25,84681.60,-13.25,-0.0156,0,84686.60,84676.60,84678.54,Yahoo-Interpolated
2025-10-30,09:31:30,84678.95,-15.90,-0.0188,0,84683.95,84673.95,84680.41,Yahoo-Interpolated
2025-10-30,09:31:35,84676.30,-18.55,-0.0219,0,84681.30,84671.30,84675.07,Yahoo-Interpolated
2025-10-30,09:31:40,84673.65,-21.20,-0.0250,0,84678.65,84668.65,84668.66,Yahoo-Interpolated
2025-10-30,09:31:45,84671.00,-23.85,-0.0282,0,84676.00,84666.00,84672.14,Yahoo-Interpolated
2025-10-30,09:31:50,84668.35,-26.50,-0.0313,0,84673.35,84663.35,84669.96,Yahoo-Interpolated
2025-10-30,09:31:55,84665.70,-29.15,-0.0344,0,84670.70,84660.70,84669.56,Yahoo-Interpolated
2025-10-30,09:32:00,84663.05,0.00,0.0000,0,84668.05,84658.05,84664.85,Yahoo-Interpolated
2025-10-30,09:32:05,84660.51,-2.54,-0.0030,0,84665.51,84655.51,84664.06,Yahoo-Interpolated
2025-10-30,09:32:10,84657.97,-5.08,-0.0060,0,84662.97,84652.97,84659.52,Yahoo-Interpolated
2025-10-30,09:32:15,84655.43,-7.61,-0.0090,0,84660.43,84650.43,84654.86,Yahoo-Interpolated
2025-10-30,09:32:20,84652.90,-10.15,-0.0120,0,84657.90,84647.90,84647.91,Yahoo-Interpolated
2025-10-30,09:32:25,84650.36,-12.69,-0.0150,0,84655.36,84645.36,84652.19,Yahoo-Interpolated
2025-10-30,09:32:30,84647.82,-15.23,-0.0180,0,84652.82,84642.82,84644.79,Yahoo-Interpolated
2025-10-30,09:32:35,84645.28,-17.76,-0.0210,0,84650.28,84640.28,84642.91,Yahoo-Interpolated
2025-10-30,09:32:40,84642.74,-20.30,-0.0240,0,84647.74,84637.74,84639.11,Yahoo-Interpolated
2025-10-30,09:32:45,84640.21,-22.84,-0.0270,0,84645.21,84635.21,84636.02,Yahoo-Interpolated
2025-10-30,09:32:50,84637.67,-25.38,-0.0300,0,84642.67,84632.67,84641.40,Yahoo-Interpolated
2025-10-30,09:32:55,84635.13,-27.92,-0.0330,0,84640.13,84630.13,84638.06,Yahoo-Interpolated
2025-10-30,09:33:00,84632.59,0.00,0.0000,0,84637.59,84627.59,84637.58,Yahoo-Interpolated
2025-10-30,09:33:05,84632.20,-0.40,-0.0005,0,84637.20,84627.20,84634.24,Yahoo-Interpolated
2025-10-30,09:33:10,84631.80,-0.80,-0.0009,0,84636.80,84626.80,84631.23,Yahoo-Interpolated
2025-10-30,09:33:15,84631.40,-1.20,-0.0014,0,84636.40,84626.40,84629.05,Yahoo-Interpolated
2025-10-30,09:33:20,84631.00,-1.59,-0.0019,0,84636.00,84626.00,84631.90,Yahoo-Interpolated
2025-10-30,09:33:25,84630.60,-1.99,-0.0024,0,84635.60,84625.60,84628.16,Yahoo-Interpolated
2025-10-30,09:33:30,84630.20,-2.39,-0.0028,0,84635.20,84625.20,84630.39,Yahoo-Interpolated
2025-10-30,09:33:35,84629.80,-2.79,-0.0033,0,84634.80,84624.80,84627.54,Yahoo-Interpolated
2025-10-30,09:33:40,84629.41,-3.19,-0.0038,0,84634.41,84624.41,84627.60,Yahoo-Interpolated
2025-10-30,09:33:45,84629.01,-3.59,-0.0042,0,84634.01,84624.01,84624.68,Yahoo-Interpolated
2025-10-30,09:33:50,84628.61,-3.98,-0.0047,0,84633.61,84623.61,84627.80,Yahoo-Interpolated
2025-10-30,09:33:55,84628.21,-4.38,-0.0052,0,84633.21,84623.21,84626.28,Yahoo-Interpolated
2025-10-30,09:34:00,84627.81,0.00,0.0000,0,84632.81,84622.81,84627.25,Yahoo-Interpolated
2025-10-30,09:34:05,84627.86,0.05,0.0001,0,84632.86,84622.86,84630.28,Yahoo-Interpolated
2025-10-30,09:34:10,84627.91,0.10,0.0001,0,84632.91,84622.91,84628.94,Yahoo-Interpolated
2025-10-30,09:34:15,84627.96,0.14,0.0002,0,84632.96,84622.96,84631.45,Yahoo-Interpolated
2025-10-30,09:34:20,84628.00,0.19,0.0002,0,84633.00,84623.00,84629.65,Yahoo-Interpolated
2025-10-30,09:34:25,84628.05,0.24,0.0003,0,84633.05,84623.05,84629.99,Yahoo-Interpolated
2025-10-30,09:34:30,84628.10,0.29,0.0003,0,84633.10,84623.10,84627.42,Yahoo-Interpolated
2025-10-30,09:34:35,84628.15,0.33,0.0004,0,84633.15,84623.15,84625.68,Yahoo-Interpolated
2025-10-30,09:34:40,84628.19,0.38,0.0004,0,84633.19,84623.19,84623.57,Yahoo-Interpolated
2025-10-30,09:34:45,84628.24,0.43,0.0005,0,84633.24,84623.24,84631.70,Yahoo-Interpolated
2025-10-30,09:34:50,84628.29,0.48,0.0006,0,84633.29,84623.29,84623.81,Yahoo-Interpolated
2025-10-30,09:34:55,84628.34,0.52,0.0006,0,84633.34,84623.34,84623.46,Yahoo-Interpolated
2025-10-30,09:35:00,84628.38,0.00,0.0000,0,84633.38,84623.38,84628.72,Yahoo-Interpolated
2025-10-30,09:35:05,84631.21,2.83,0.0033,0,84636.21,84626.21,84631.39,Yahoo-Interpolated
2025-10-30,09:35:10,84634.04,5.66,0.0067,0,84639.04,84629.04,84637.71,Yahoo-Interpolated
